keycodeid,keyword,ProductCode,ProductName,synonymId,synonymkeyword
112388,Wax Polish,5172,Polish,NULL,NULL
112404,Sewer Suction Machine Hiring,3817,Jetting Machine,NULL,NULL
112405,Sewer Jetting Machine Hiring,3817,Jetting Machine,NULL,NULL
112413,Ammonium Persulphate,3840,Chemical,NULL,NULL
112420,Resistivity Meter,657,Lab Equipment,NULL,NULL
112426,Motorized Bed,1358,Bed,NULL,NULL
112428,Lead Glass,2069,Glass,NULL,NULL
112485,Zoom Lens,2473,Lense,NULL,NULL
112486,Optical Disc,10006,Cds,NULL,NULL
112537,Gastroscope,10083,Other Medical Diagnosis Equipments,NULL,NULL
112566,Park Equipment,5761,Playing Equipment,NULL,NULL
112570,Swivel Flange,1968,Pipes / Fittings,NULL,NULL
112575,Jaw Adapter,5082,Rail Accessories,NULL,NULL
112576,Temperature Bath,991,Testing Equipment,NULL,NULL
112596,Pinion puller,5082,Rail Accessories,NULL,NULL
112598,Flue Gas Desulfurization,10115,Chemical Machinery,NULL,NULL
112599,Wrestling Mat,5761,Playing Equipment,NULL,NULL
112601,Vacuum Tube,10059,Diversified Electrical Spares And Stores,NULL,NULL
112634,Seat Bracket,5082,Rail Accessories,NULL,NULL
112638,Dynamic Braking Grid,5082,Rail Accessories,NULL,NULL
112644,Drain Tube,10099,Disposable Medical - Surgical Items,NULL,NULL
112650,Vacutainer Needle,10099,Disposable Medical - Surgical Items,NULL,NULL
112658,Test Tube Brush,5685,Brush,NULL,NULL
112662,Crystal Probe,657,Lab Equipment,NULL,NULL
112676,Wooden Beam,6145,Wooden Product,NULL,NULL
112685,Plasma Optical Emission Spectrometer,4569,Spectrophotometer,NULL,NULL
112688,Wooden Scale,5921,Stationery,NULL,NULL
112692,Reagent Kit,6194,Reagent,NULL,NULL
112694,Copper Jumper,1855,Copper Product,NULL,NULL
112714,Agar,3840,Chemical,NULL,NULL
112734,Unloading Work,867,Loading Work,NULL,NULL
112750,Pump Valve,7,Valve,NULL,NULL
112751,Box Wrench,1591,Wrenches,NULL,NULL
112753,Wire Splice,804,Tool,NULL,NULL
112760,Cardiotocography machine,10080,Cardiology Equipment And Stores,NULL,NULL
112763,Liposuction machine,10083,Other Medical Diagnosis Equipments,NULL,NULL
112773,Mechanical Tool,804,Tool,NULL,NULL
112774,Electrical Tool,804,Tool,NULL,NULL
112777,Surgical Kit,10099,Disposable Medical - Surgical Items,NULL,NULL
112791,Micropore tape,10099,Disposable Medical - Surgical Items,NULL,NULL
112803,Fabric Sheet,4408,Fabric,NULL,NULL
112852,DVD ROM,10011,Diversified Computer Hardware And Peripherals,NULL,NULL
112855,Pine Wood,2646,Wood,NULL,NULL
112861,Tank Cover,2637,Metal Products,NULL,NULL
112862,Fiber Glass Tape,205,Adhesive,NULL,NULL
112884,Wool Serge,5302,Woollen Product,NULL,NULL
112888,Pyrotechnic Service,10119,Arms/Ammunation Equipment,NULL,NULL
112911,Bunker Bed,1358,Bed,NULL,NULL
112919,Tube Furnace,4252,Furnace,NULL,NULL
112921,Boiler House,6,Boiler,NULL,NULL
112925,Sugar Candy,3426,Sugar,NULL,NULL
112927,Water Level Device,1181,Scientific Equipment,NULL,NULL
112936,Induction Hardening Machine,10088,Heater,NULL,NULL
112946,Overheat Protector,10059,Diversified Electrical Spares And Stores,NULL,NULL
112996,Gas Seal,786,Seal,NULL,NULL
113017,Water quality meter,657,Lab Equipment,NULL,NULL
113055,X Ray Viewer,6010,X Ray Equipment,NULL,NULL
113064,Cut Off Wheel,2270,Wheel,NULL,NULL
113077,Vehicle Inspection System,454,Security Equipment,NULL,NULL
113094,Automatic autoclave,10083,Other Medical Diagnosis Equipments,15432,Autoclave
113094,Automatic autoclave,10083,Other Medical Diagnosis Equipments,15436,Auto-clave
113094,Automatic autoclave,10083,Other Medical Diagnosis Equipments,15440,Auto clave
113094,Automatic autoclave,10083,Other Medical Diagnosis Equipments,15444,Automatic Autoclave
113094,Automatic autoclave,10083,Other Medical Diagnosis Equipments,15448,Vertical Autoclave
113117,Network Monitoring System,10065,Other Software,NULL,NULL
113131,Bird Guard,475,Grill,NULL,NULL
113149,Pallet Rack,78,Rack,NULL,NULL
113204,Monorail Hoist,996,Hoist,NULL,NULL
113228,Refinery Machine,255,Plant Machinery,NULL,NULL
113233,Laser show,10132,Exhibition/Event Management,NULL,NULL
113260,Measuring Scrap,5491,Measurement System,NULL,NULL
113268,Room Thermometer,10108,Lab Thermal Equipments,NULL,NULL
113294,Aluminum Casting,2585,Cast Iron,NULL,NULL
113307,Gypsum Board Ceiling,4053,False Ceiling,NULL,NULL
113315,Mobile Shelving System,2918,Steel Furniture,NULL,NULL
113318,Security arrangement,3513,Security Personnel,NULL,NULL
113320,Foam Extinguisher,523,Fire Fighting System,NULL,NULL
113339,Sputtering Target,6034,Construction Machinery,NULL,NULL
113359,Screening system,657,Lab Equipment,NULL,NULL
113380,Rail Cutter,3869,Cutting Machine,NULL,NULL
113392,Slip Gauge,684,Gauge,NULL,NULL
113449,Irrigation Line,783,Canal Work,NULL,NULL
113457,Street Sign,565,Sign Board,NULL,NULL
113477,Graphite Tube,2647,Steel Tube,NULL,NULL
113481,Safety Hat,1996,Helmet,NULL,NULL
113487,Mounting Pad,5082,Rail Accessories,NULL,NULL
113501,Bio Shredder Machine,6178,Agricultural Equipment,NULL,NULL
113506,Tube Well Chamber,2260,Tube Well,NULL,NULL
113527,PLC Panel,10042,Control Panel,NULL,NULL
113529,Bucket Cylinder,2839,Cylinder,NULL,NULL
113539,Disposable Paper Glass,3988,Paper Product,NULL,NULL
113572,Fusidic Acid,427,Drug,NULL,NULL
113575,Granulator,255,Plant Machinery,NULL,NULL
113627,Wooden Plate,6145,Wooden Product,NULL,NULL
113636,Allopurinol,427,Drug,NULL,NULL
113645,Plaster cutter,10083,Other Medical Diagnosis Equipments,NULL,NULL
113648,Digital Mammography Machine,10083,Other Medical Diagnosis Equipments,NULL,NULL
113662,PFT Machine,10083,Other Medical Diagnosis Equipments,NULL,NULL
113664,ABG Analyzer,4997,Analyser,NULL,NULL
113682,Hydroelectric Project,10044,New Power Plant,NULL,NULL
113686,Soldering stick,10051,Welding Electrode and Stores,NULL,NULL
113704,Holding Plate,5082,Rail Accessories,NULL,NULL
113718,GI Washer,625,Washer,NULL,NULL
113741,Surveillance Item,3663,Surveillance System,NULL,NULL
113754,Test Pit,500,Excavation Work,NULL,NULL
113768,Storage Vessel,5540,Tank,NULL,NULL
113770,Male Adaptor,10059,Diversified Electrical Spares And Stores,NULL,NULL
113772,Anti Termite Work,664,Pest Control Service,NULL,NULL
113797,Safety Rail,475,Grill,NULL,NULL
113832,Power Fencing,868,Fencing Work,NULL,NULL
113833,Classifier,255,Plant Machinery,NULL,NULL
113851,Credenza,3048,Table,NULL,NULL
113852,Fluorescent tube rod,10039,Light and Bulb,NULL,NULL
113861,Driving Shaft,2532,Shaft,NULL,NULL
113921,Stereoscope,4608,Microscope,NULL,NULL
113936,Soil Analysis Kit,991,Testing Equipment,NULL,NULL
113937,Electric Balance,10069,Weigh Balance,NULL,NULL
113959,Rotary Digester,6034,Construction Machinery,NULL,NULL
113961,Wood Chipper,6178,Agricultural Equipment,NULL,NULL
113967,Washing Pump,5,Pump,NULL,NULL
113971,Grinder Spares,4021,Grinder,NULL,NULL
113976,Wooden Sofa,3025,Sofa Sets,NULL,NULL
113989,Heat Exchanger Gasket,8,Gasket,NULL,NULL
114014,Mechanical Shaker,10083,Other Medical Diagnosis Equipments,NULL,NULL
114015,Potato Planter,6178,Agricultural Equipment,NULL,NULL
114027,Frequency Synthesizer,10072,Other Electronic Devices,NULL,NULL
114032,Honey Bee Box,6144,Box,NULL,NULL
114053,Table Napkin,6154,Textile Product,NULL,NULL
114055,Losartan Potassium,10174,Antihypertensive- Beta blocker,NULL,NULL
114064,Badminton Hall,130,Building,NULL,NULL
114068,CPM machine,10083,Other Medical Diagnosis Equipments,NULL,NULL
114072,Sealant Tube,205,Adhesive,NULL,NULL
114082,Starter Box,10050,Switches/Plug,NULL,NULL
114085,Water tank cover,2637,Metal Products,NULL,NULL
114095,Coach Indication Board,565,Sign Board,NULL,NULL
114096,Drill Socket,804,Tool,NULL,NULL
114111,False Ceiling Scrap,4053,False Ceiling,NULL,NULL
114120,Water Temperature Gauge,684,Gauge,NULL,NULL
114124,Water Purification Tablet,480,Chlorine,NULL,NULL
114127,Packing Bag,1372,Bag,NULL,NULL
114142,Cooking Pot,5964,Kitchen Equipment,NULL,NULL
114158,Polishing Brush,5685,Brush,NULL,NULL
114160,Cd Case,10097,Plastic Product,NULL,NULL
114169,Adding Machine Ribbon,10004,Printers,NULL,NULL
114201,Retinal Camera,10083,Other Medical Diagnosis Equipments,NULL,NULL
114206,Protective barrier,2108,Road Furniture,NULL,NULL
114222,Steel Column,1694,Steel Product,NULL,NULL
114226,Hot Water Plant Repair,10088,Heater,NULL,NULL
114236,FRP Toilet,1142,Toilet,NULL,NULL
114237,Welded Wire Mesh,4443,Meshes,NULL,NULL
114246,Fire Retardant Cloth,1275,Protection Kit,NULL,NULL
114248,Imaging Microscope,4608,Microscope,NULL,NULL
114253,Combination Tool,804,Tool,NULL,NULL
114259,Plastic Straw,10097,Plastic Product,NULL,NULL
114264,Earth Moving Machinery,5693,Prime Mover ,NULL,NULL
114292,GI Cap,2337,G I Fittings,NULL,NULL
114296,Calibrating Machine,1181,Scientific Equipment,NULL,NULL
114300,Field Test Kit,991,Testing Equipment,NULL,NULL
114310,MCB Panel,10049,Circuit Breakers/Fuse,NULL,NULL
114326,Gymnastic Equipment,5761,Playing Equipment,NULL,NULL
114352,Garden Equipment,6178,Agricultural Equipment,NULL,NULL
114364,Electric Bed,1358,Bed,NULL,NULL
114375,Insulin Syringe,3126,Injection,NULL,NULL
114393,FRP Grating,475,Grill,NULL,NULL
114401,Burning Platform,2102,Platform,NULL,NULL
114413,Nebulizer Mask,10083,Other Medical Diagnosis Equipments,NULL,NULL
114418,Pulmonary Function Test Machine,991,Testing Equipment,NULL,NULL
114422,Tank Lorry,4925,Vehicle,NULL,NULL
114426,Wireless Equipment,10067,Telecommunication Stores,NULL,NULL
114428,Diamond Crossing,4490,Crossing,NULL,NULL
114442,Acoustic Emission System,1181,Scientific Equipment,NULL,NULL
114445,Monitoring System,3921,Monitoring System,NULL,NULL
114462,Parker Pen,5921,Stationery,NULL,NULL
114466,Water reservoir tank,4772,Reservoir,NULL,NULL
114469,Aluminium Container,490,Container,NULL,NULL
114470,Water Block,2827,Water Supply,NULL,NULL
114481,Laryngeal mask airway,10099,Disposable Medical - Surgical Items,NULL,NULL
114483,Glass Cutter,3869,Cutting Machine,NULL,NULL
114485,Eugenol,3840,Chemical,NULL,NULL
114487,Lignocaine Spray,10137,Anesthetic,NULL,NULL
114516,Toner Drum,10004,Printers,NULL,NULL
114538,Modular Operation Theater,10089,Hospital Furniture,1282,Modular Office Furniture
114538,Modular Operation Theater,10089,Hospital Furniture,1293,Modular Operation Theatre
114538,Modular Operation Theater,10089,Hospital Furniture,1271,Modular Kitchen
114538,Modular Operation Theater,10089,Hospital Furniture,1260,modular furniture
114538,Modular Operation Theater,10089,Hospital Furniture,1304,Modular Office Theater
114541,Fiberoptic Bronchoscope,10103,Bronchoscope,NULL,NULL
114547,Tester Repair,991,Testing Equipment,NULL,NULL
114562,Bomb Inhibitor,2381,Detector,NULL,NULL
114577,Edible Item,3337,Food Grain,NULL,NULL
114587,Solar Control Film,4849,Plastic Film,NULL,NULL
114588,Rubber Socket,10059,Diversified Electrical Spares And Stores,NULL,NULL
114591,Shooting Kit,10119,Arms/Ammunation Equipment,NULL,NULL
114598,Demineralized water,3296,Food And Beverage Items,NULL,NULL
114605,Security tower,983,Structure Work,NULL,NULL
114614,Fan Fittings,10035,Fan and Blower,NULL,NULL
114616,Sulphonic Acid,3444,Acid,NULL,NULL
114621,Steel thermos,5964,Kitchen Equipment,NULL,NULL
114623,Garment Machine,114,Textile Plant Machinery,NULL,NULL
114626,Pressing table,3048,Table,NULL,NULL
114634,Magnetic Bar,2387,Bar,NULL,NULL
114655,Slab Cover,43,Civil Work,NULL,NULL
114666,Network Video Recorder,10074,Audio/Video Equipments,NULL,NULL
114675,Polyurethane Tube,456,Pipe- Plastic,NULL,NULL
114681,Compressor Valve,7,Valve,NULL,NULL
114720,Pressure Valve Repair,7,Valve,NULL,NULL
114728,Refrigerated Incubator,10105,Incubator,NULL,NULL
114731,Stator Frame,660,Motor,NULL,NULL
114741,Printing Sheet,3988,Paper Product,NULL,NULL
114766,Graph,5921,Stationery,NULL,NULL
114786,Aluminium Hydroxide,3840,Chemical,NULL,NULL
114794,Surgical Gown,2061,Cloth,NULL,NULL
114804,Thermal Imaging System,1181,Scientific Equipment,15670,Thermal Camera
114804,Thermal Imaging System,1181,Scientific Equipment,15666,Thermal Image Camera
114804,Thermal Imaging System,1181,Scientific Equipment,15662,infrared Thermal Imaging camera
114804,Thermal Imaging System,1181,Scientific Equipment,15658,Thermal Imaging camera
114826,Desoldering pump,10051,Welding Electrode and Stores,NULL,NULL
114839,Universal Testing Mmachine,991,Testing Equipment,NULL,NULL
114852,LPG Pump,5,Pump,NULL,NULL
114858,RCC Grating,3052,R C C Product,NULL,NULL
114920,Gear bracket,4883,Fasteners,NULL,NULL
114923,Pontoon Scrap,4095,Boat,NULL,NULL
114944,Fibroscope,10083,Other Medical Diagnosis Equipments,NULL,NULL
114948,Spotting Scope,4608,Microscope,NULL,NULL
114950,Motor Driven,660,Motor,NULL,NULL
114956,Diagnostic X Ray Machine,6010,X Ray Equipment,NULL,NULL
114960,Shed Work,1972,Shed Construction,NULL,NULL
114973,Gas Detector Repair,2381,Detector,NULL,NULL
114985,Saw Frame,6178,Agricultural Equipment,NULL,NULL
115010,Kitchen Shed Repair,1972,Shed Construction,NULL,NULL
115012,Speaker Phone,2147,Telephone Units/Mobile Phones,NULL,NULL
115027,Water Dispenser Repair,568,Refrigerator,NULL,NULL
115036,Pitch Gauge,684,Gauge,NULL,NULL
115053,Metal Cabinet,2906,Cabinet,NULL,NULL
115055,Meter Enclosure,10097,Plastic Product,NULL,NULL
115058,Electronic Microscope,4608,Microscope,NULL,NULL
115062,Baby Scale,10069,Weigh Balance,NULL,NULL
115063,X Ray Viewing Box,6010,X Ray Equipment,NULL,NULL
115080,Medical Chair,10089,Hospital Furniture,NULL,NULL
115089,Magnetic Stimulator,5592,Simulator,NULL,NULL
115122,Siding Repair,43,Civil Work,NULL,NULL
115124,Gas Booster,5,Pump,NULL,NULL
115125,Compressed Natural Gas,1439,Gases,NULL,NULL
115139,Egg Box,4182,Packing Articles,NULL,NULL
115140,Magnetic Scrap,10059,Diversified Electrical Spares And Stores,NULL,NULL
115141,Fiberglass Board,5402,Fibre Glass,NULL,NULL
115147,Hydraulic Breaker,6034,Construction Machinery,NULL,NULL
115158,Filter Glass,12,Filter,NULL,NULL
115164,Electronic Panel,10042,Control Panel,NULL,NULL
115166,Apheresis Machine,10083,Other Medical Diagnosis Equipments,NULL,NULL
115167,Nylon Hose,438,Hose,NULL,NULL
115169,Piler,804,Tool,NULL,NULL
115172,Iron Tube,2647,Steel Tube,NULL,NULL
115173,Grain Mill,4021,Grinder,NULL,NULL
115177,Rigging Tool,3391,Drill Machine,NULL,NULL
115194,Cable Stripper,804,Tool,NULL,NULL
115204,Autosampler,657,Lab Equipment,NULL,NULL
115209,Stereoscopic Microscope,4608,Microscope,NULL,NULL
115210,Ventilation Shaft,2532,Shaft,NULL,NULL
115213,Wire Gauze,2637,Metal Products,NULL,NULL
115215,Lubricating Oil Pump,5,Pump,NULL,NULL
115219,Injection Syringe,3126,Injection,NULL,NULL
115227,Busbar Chamber,4722,Bus Bar,NULL,NULL
115232,Detector Spares,2381,Detector,NULL,NULL
115235,Rubber Cleat,4883,Fasteners,NULL,NULL
115249,Grass Mower,6178,Agricultural Equipment,NULL,NULL
115262,Metering System,638,Meter,NULL,NULL
115265,Gully Pit,43,Civil Work,NULL,NULL
115269,Hair Dryer,10088,Heater,NULL,NULL
115281,Microwave Link,10067,Telecommunication Stores,NULL,NULL
115307,Cattle Manure,5868,Fertilizer Product,NULL,NULL
115309,Mackintosh,802,Rubber Product,NULL,NULL
115314,Commode Chair,10089,Hospital Furniture,NULL,NULL
115318,Steel Cover,1694,Steel Product,NULL,NULL
115324,ESP Hopper Repair,255,Plant Machinery,NULL,NULL
115329,Spin coater,255,Plant Machinery,NULL,NULL
115334,Polarizer,2069,Glass,NULL,NULL
115345,Gathering Machine,2044,Printing Machinery,NULL,NULL
115350,Metal Bar,2387,Bar,NULL,NULL
115367,Solar LED street light,10039,Light and Bulb,8385,LED Street light Replacement
115367,Solar LED street light,10039,Light and Bulb,8395,Solar LED Street Lighting
115367,Solar LED street light,10039,Light and Bulb,8390,Solar LED Street Light
115367,Solar LED street light,10039,Light and Bulb,8375,LED Street Light
115367,Solar LED street light,10039,Light and Bulb,8380,LED Street Light Luminaries
115383,Gas Oven,2293,Oven,NULL,NULL
115390,Thermo Well,657,Lab Equipment,NULL,NULL
115405,Laser Diode,10072,Other Electronic Devices,NULL,NULL
115412,PVC Adhesive,205,Adhesive,NULL,NULL
115422,Main Pole Coil,4407,Coil,NULL,NULL
115427,Enclosure Repair,2637,Metal Products,NULL,NULL
115430,Disinfestation Service,664,Pest Control Service,NULL,NULL
115433,SMPS Power Supply System,10043,Diversified Power Plant Stores And Spares,NULL,NULL
115436,Grader Repair,6034,Construction Machinery,NULL,NULL
115439,Surveillance System Repair,3663,Surveillance System,NULL,NULL
115440,Pen Drive Scrap,10011,Diversified Computer Hardware And Peripherals,NULL,NULL
115450,Shuttering Item,4983,Shutter,NULL,NULL
115457,Toilet Fittings,3518,Plumbing Material,NULL,NULL
115465,Fiber Mat,2676,Mattress,NULL,NULL
115479,Grinder Wheel,4021,Grinder,13846,Disc Grinder
115479,Grinder Wheel,4021,Grinder,13839,Grinding Disk
115479,Grinder Wheel,4021,Grinder,13832,Grinding Disc
115479,Grinder Wheel,4021,Grinder,13825,Abrasive Disc
115479,Grinder Wheel,4021,Grinder,13818,Diamond Wheel
115479,Grinder Wheel,4021,Grinder,13811,Abrasive Wheel
115479,Grinder Wheel,4021,Grinder,13804,grinding wheel
115479,Grinder Wheel,4021,Grinder,13860,Grinder Wheel
115479,Grinder Wheel,4021,Grinder,13853,Grinder Disc
115491,Medical Test Kit,10099,Disposable Medical - Surgical Items,NULL,NULL
115515,Lattice Mast,3259,Mast,NULL,NULL
115518,Mobile Phone Repair,2147,Telephone Units/Mobile Phones,NULL,NULL
115520,Coffee Maker,5964,Kitchen Equipment,NULL,NULL
115547,Endoscopic,10085,Endoscope,NULL,NULL
115550,Contact Spring,2640,Spring,NULL,NULL
115553,GI Conduit,2338,G I Pipe,NULL,NULL
115559,Emulator,10011,Diversified Computer Hardware And Peripherals,NULL,NULL
115583,Pipe Fitting Repair,1968,Pipes / Fittings,NULL,NULL
115591,Sponge Cloth,10097,Plastic Product,NULL,NULL
115602,Gauge plate,2683,Steel Plate,NULL,NULL
115610,Electronic Inverter,3146,Invertor,NULL,NULL
115611,Wooden Panel,6145,Wooden Product,NULL,NULL
115618,Points And Crossing Repair,4490,Crossing,NULL,NULL
115624,Steel Cutter,3869,Cutting Machine,NULL,NULL
115627,Alarm Valve,7,Valve,NULL,NULL
115634,Load Sensing Device,7,Valve,NULL,NULL
115635,Wire Dropper Clip,5082,Rail Accessories,NULL,NULL
115646,AI Gun,657,Lab Equipment,NULL,NULL
115676,Electrical Goods,10059,Diversified Electrical Spares And Stores,NULL,NULL
115678,Fire Truck,2526,Truck,NULL,NULL
115680,PVC Clip,5082,Rail Accessories,NULL,NULL
115681,Power Turbine,10043,Diversified Power Plant Stores And Spares,19304,Steam Turbine
115681,Power Turbine,10043,Diversified Power Plant Stores And Spares,19311, Turbine
115726,Dry Food Item,3296,Food And Beverage Items,NULL,NULL
115750,Grossing station,10095,Pathology Equipments And Stores,NULL,NULL
115752,Slide cabinet,2906,Cabinet,NULL,NULL
115762,View Box,6010,X Ray Equipment,NULL,NULL
115771,Inserter,255,Plant Machinery,NULL,NULL
115779,Drape Sheet,10099,Disposable Medical - Surgical Items,NULL,NULL
115790,Curette,10099,Disposable Medical - Surgical Items,NULL,NULL
115815,Hood Repair,3068,Hood,NULL,NULL
115843,Wate Testing Item,991,Testing Equipment,NULL,NULL
115850,Welding Pipe,10051,Welding Electrode and Stores,NULL,NULL
115851,Score Board,10072,Other Electronic Devices,NULL,NULL
115857,Fire Helmet,1996,Helmet,NULL,NULL
115858,Rescue Helmet,1996,Helmet,NULL,NULL
115866,Diving Suit,1275,Protection Kit,NULL,NULL
115870,Fire Boot,2417,Safety Shoes,NULL,NULL
115882,Pivot Block,5082,Rail Accessories,NULL,NULL
115896,Wooden Gate,3533,Door,NULL,NULL
115922,Luggage Scanner,454,Security Equipment,NULL,NULL
115923,Spy Camera,10074,Audio/Video Equipments,NULL,NULL
115925,Vehicle Search Mirror,454,Security Equipment,NULL,NULL
115930,Silica Crucible,3555,Laboratory Glassware,NULL,NULL
115932,Cloth Drill,114,Textile Plant Machinery,NULL,NULL
115938,Drainage Syphon Repair,248,Drainage,NULL,NULL
115956,Bridge Approach Repair,518,Road,NULL,NULL
115969,Channel Analyzer,4997,Analyser,NULL,NULL
115978,Welding Gloves,1396,Leather,NULL,NULL
115983,Drum Shaft,2532,Shaft,NULL,NULL
115984,Clutch Lining,2198,Clutch,NULL,NULL
116006,Motor Grader Spares,6034,Construction Machinery,NULL,NULL
116017,Fluoride,3840,Chemical,NULL,NULL
116024,Grinder Repair,3209,Grinding Machine,NULL,NULL
116025,Cottage Repair,43,Civil Work,NULL,NULL
116030,Refrigerated Truck,2526,Truck,NULL,NULL
116040,GPRS Modem,10008,Networking,NULL,NULL
116051,Steel  Item,1694,Steel Product,NULL,NULL
116057,Dissector,10083,Other Medical Diagnosis Equipments,NULL,NULL
116109,Linen Tape,3133,Tape,NULL,NULL
116133,Wire Mesh Guard,4443,Meshes,NULL,NULL
116165,HIV Rapid Kit,10099,Disposable Medical - Surgical Items,NULL,NULL
116166,Glass Pan Repair,3986,Glassware Item,NULL,NULL
116171,Tensioner Belt,255,Plant Machinery,NULL,NULL
116190,Diary Cover,5921,Stationery,NULL,NULL
116230,Measuring Jar,3555,Laboratory Glassware,NULL,NULL
116261,Solar Power System,10121,solar product,NULL,NULL
116265,Logging Machine,3391,Drill Machine,NULL,NULL
116268,Light Box,10039,Light and Bulb,NULL,NULL
116291,Brake Scrap,2451,Vehicles Disposal,NULL,NULL
116318,Interactive Screen,10011,Diversified Computer Hardware And Peripherals,NULL,NULL
116322,Kettle Element,5964,Kitchen Equipment,NULL,NULL
116372,Body composition analyzer,4997,Analyser,NULL,NULL
116378,Packing Set,4182,Packing Articles,NULL,NULL
116392,Electronic Control Unit,10072,Other Electronic Devices,NULL,NULL
116402,HSS Drill,3391,Drill Machine,NULL,NULL
116419,Opacity monitor,5491,Measurement System,NULL,NULL
116458,Electromechanical relay,3130,Relay,NULL,NULL
116462,Digital Projector,10075,Projector,NULL,NULL
116468,Pressure Die Casting,255,Plant Machinery,NULL,NULL
116469,CCTV Surveillance Machine Repair,452,C C T V System,NULL,NULL
116476,Gas Chromatograph Repair,455,Chromatography System,NULL,NULL
116490,Impact Socket,804,Tool,NULL,NULL
116492,PLC Machine Spares,10023,Data Acquisition Software,NULL,NULL
116494,Electric Trolley,5133,Trolley,NULL,NULL
116499,Sealant Stick,205,Adhesive,NULL,NULL
116500,Polyvinyl Alcohol,3840,Chemical,NULL,NULL
116511,Differential Pressure Transmitter,5491,Measurement System,NULL,NULL
116521,Concrete Pedestal,3052,R C C Product,NULL,NULL
116533,Bed Side Table,3048,Table,NULL,NULL
116547,Anti Rodent Treatment,664,Pest Control Service,NULL,NULL
116575,Microwave Digester,1181,Scientific Equipment,NULL,NULL
116578,Pump Well,563,Well Work,NULL,NULL
116588,PVC Paneling,3331,P V C Product,NULL,NULL
116589,Static Excitation System,487,Generator,NULL,NULL
116622,Onion Seed,6201,Seed,NULL,NULL
116627,Safety Box,454,Security Equipment,NULL,NULL
116631,Directional Valve,7,Valve,NULL,NULL
116661,Dish Rack,5964,Kitchen Equipment,NULL,NULL
116663,Chemical Test Kit,991,Testing Equipment,NULL,NULL
116664,Connection Rod,762,Rod,NULL,NULL
116665,Speed Gun,1181,Scientific Equipment,NULL,NULL
116685,Galvanized Pole,97,Pole,NULL,NULL
116744,Demonstration board,10072,Other Electronic Devices,NULL,NULL
116745,Food Mixer,10072,Other Electronic Devices,NULL,NULL
116763,Keyboard Repair,10010,Amc Computer Hardware,NULL,NULL
116775,ESP Hopper,5257,Ash Handling System,NULL,NULL
116785,Tactical Equipment,10119,Arms/Ammunation Equipment,NULL,NULL
116786,Absorption spectrometer,4569,Spectrophotometer,NULL,NULL
116797,Anaerobic workstation,1181,Scientific Equipment,NULL,NULL
116799,Gas Chamber,4252,Furnace,NULL,NULL
116810,Generator Battery,10048,Battery and Cell,NULL,NULL
116828,Safety Equipment Repair,454,Security Equipment,NULL,NULL
116837,Chilled Water System,2952,Cooler,NULL,NULL
116847,Digital Weighing Balance,10069,Weigh Balance,NULL,NULL
116851,Elisa Plate,657,Lab Equipment,NULL,NULL
116855,Cephalexin,427,Drug,NULL,NULL
116860,Fire sensor,454,Security Equipment,NULL,NULL
116874,Sliding Glass,2069,Glass,NULL,NULL
116876,Microprocessor kit,10011,Diversified Computer Hardware And Peripherals,NULL,NULL
116929,Wire Hose,438,Hose,NULL,NULL
116956,Hydro Power Plant Repair,10044,New Power Plant,NULL,NULL
116968,Hot Case Scrap,5964,Kitchen Equipment,NULL,NULL
116973,Hydrant Network,523,Fire Fighting System,NULL,NULL
116980,Metal Locker,2825,Locker,NULL,NULL
117027,Mechanical Track Jack,4658,Jack,NULL,NULL
117110,Fluticasone Propionate,427,Drug,NULL,NULL
117113,CNC Router,3357,C N C Machine,NULL,NULL
117118,Clonidine,427,Drug,NULL,NULL
117119,Water bowser Repair,3816,Tanker,NULL,NULL
117126,Asbestos cement,5951,Asbestos Products,NULL,NULL
117135,Lift Table,822,Elevator,NULL,NULL
117152,Water Screen,357,Fabrication Work,NULL,NULL
117153,Electrode Repair,1515,Electrical Work,NULL,NULL
117171,Steel Seamless Pipe,3308,Pipe,NULL,NULL
117181,Hydropower Plant,10044,New Power Plant,NULL,NULL
117191,System Controller,10042,Control Panel,NULL,NULL
117197,Marine Fender,5067,Fender,NULL,NULL
117208,Stud extractor,804,Tool,NULL,NULL
117209,Insulation Remover,804,Tool,NULL,NULL
117213,Bandsaw Machine,6178,Agricultural Equipment,NULL,NULL
117229,Cloak Room Service,3249,Manning Work,NULL,NULL
117230,Tank Wagon,3816,Tanker,NULL,NULL
117232,Loco Spares,5082,Rail Accessories,NULL,NULL
117235,Lifting Sling,946,Rope,NULL,NULL
117237,Intercell Connector,547,Connector,NULL,NULL
117253,Gamma Spectrometer,4569,Spectrophotometer,NULL,NULL
117270,Oxygen Hood,10083,Other Medical Diagnosis Equipments,NULL,NULL
117321,Insulation Piercing Connector,547,Connector,NULL,NULL
117326,Steel Wheel,2270,Wheel,NULL,NULL
117343,Tan Delta Test Set,991,Testing Equipment,NULL,NULL
117371,Hydraulic Power Unit,3907,Hydraulic System,NULL,NULL
117373,Metformin,427,Drug,NULL,NULL
117378,Steel Section,1694,Steel Product,NULL,NULL
117381,Tawa,5964,Kitchen Equipment,NULL,NULL
117393,Detector Tube,2381,Detector,NULL,NULL
117394,Baggage scanner,454,Security Equipment,NULL,NULL
117409,Metal Plug,2637,Metal Products,NULL,NULL
117422,Brazing Flux,3840,Chemical,NULL,NULL
